timestamp,favorite_count,retweet_count,tweet_text,username
1/22/19 13:40,1,0,"I don't want to be one more piling on the new #slacklogo too much because although I preferred the former for several reasons, it's not that bad. But every time I see the loading spin animation, my mind goes: ""splash! splash! splash!""",smallreflection
1/22/19 13:30,0,0,"I have some thoughts about the recent rebrand for @SlackHQ, specifically about the wordmark. Check out the article on LinkedIn https://t.co/wU2NkAqeMb or on my website  https://t.co/8oAvJlIvik  #typography #GraphicDesign #slacklogo #lettering #typedesign",justjoedesign
1/22/19 13:02,3,0,Is @expensify trolling @SlackHQ ? #slacklogo https://t.co/HiXTdLRum0,Tarendai
1/22/19 8:29,3,0,"With all that has already been said about the new #SlackLogo being a #branding fail, IMHO, it's also #design-disaster! — Watch this space for more as I deconstruct the logo.  #ReBrand #Logo | #D_Funda  #LogoDesign #GraphicsDesign #UiUx #UIdesign #UXdesign #Design #DesignThinking https://t.co/PJLReso3xV",Devaashish_
1/22/19 5:14,0,0,The new slack logo is a complete disaster. The previous design communicated efficiency and simplicity. #slacklogo,jakealesz
1/22/19 2:23,0,0,How do you guys feel about the new #slacklogo?  #Design https://t.co/OryXA0Lj8m,ElCreativeCoach
1/22/19 0:44,0,0,"I keep searching for the #slacklogo app on my phone. Pass right by it, as it doesn’t look like the #slack that I’m used to any longer.  Anyone else having this problem? #logofail",AdamArnette
1/22/19 0:18,0,0,"@ardrigh @SlackHQ For that and worse descriptions, see #slacklogo",juhasaarinen
1/21/19 23:49,0,0,What are your thoughts on the new #Slack logo? Yay or Nay? #logo #logorefresh #slacklogo  https://t.co/Qzn58EVGqh https://t.co/IMb3LLLnFj,AmberDesign_
1/21/19 23:33,0,0,Slack has a new logo because the last one was 'simply awful'.. or was it? #slacklogo #slack #Opinionway https://t.co/kkI7jPB6ds https://t.co/bgBsAe2an4,jwrxio
1/21/19 21:48,1,0,"What is your take on the new Slack logo? Our design Jeff has some interesting thoughts about the logo, branding and its impact on all of us. Check it out!  https://t.co/4xHkFZxXjg #slacklogo #slack #branding #logodesign #design",impulsecreative
1/21/19 20:51,1,0,New #slacklogo keeps confusing me and making me think OneMedical is contacting me 🤔,calebletoile
1/21/19 19:42,2,1,Hey @BBC_ARoadshow any idea what these vintage @SlackHQ unused laptop 💻 stickers are worth? 💷   #Slacklogo #newlogo 🤔  #React #ReactJS #Webpack #TypeScript #WebSocket #JavaScript #Hiring https://t.co/5E7uzWbG7U https://t.co/C1lqA4iB0W,SkyBetClive
1/21/19 17:54,1,1,Struggling with this one.  The # isn't identifiable enough in this form.   Pentagram’s Michael Bierut gives Slack its first ever rebrand https://t.co/OzwqLtmaw8  #slack #slacklogo #branding https://t.co/IcsUUd7N7q,mattjameswright
1/21/19 17:07,1,0,5 reasons why I don’t like Slack’s new logo #slacklogo #LogoDesign  • it lost the tilt • it feels generic  • it doesn’t animate as well • it’s less bold • it’s no longer a hashtag*,trevoraux
1/21/19 15:05,11,0,"It's great to see @SlackHQ rollout out their new logo with such concrete and transparent explanation. Same Slack, just more consistent. Couldn't be more on board #slacklogo https://t.co/8dGv2CNxhW",rangleio
1/21/19 15:00,3,0,"We asked our Lead Digital Designer for his thoughts on the new @SlackHQ branding, and this is what he said...😍 #slack #slacklogo https://t.co/NlzyEwXq17",UnDOTtitled
1/21/19 14:22,0,0,Thoughts about #slacklogo ? Now that you’ve had a week to think about it. #pentagram,nick_burd
1/21/19 13:31,0,0,"Slack gets a new logo that reminds users of rubber duckies, Girl Scouts, and Nazis #slack #slacklogo #graphicdesign #branding  https://t.co/7SbMJqne9B",WhiteCrowMedia
1/21/19 13:02,0,0,What are your thoughts on the new Slack rebrand? #rebrand #slacklogo #pentagram #michaelbierut #GraphicDesign https://t.co/niXhTrM5Pd,DannyZeffert
1/21/19 10:49,0,0,We like Slack's new logo.  What do you think?  #design #slacklogo #graphicdesigner https://t.co/QAJbywwO3G,Broworks1
1/21/19 10:08,2,0,How could you possibly criticise a logo design if you don't know the marketing strategy behind it? #slacklogo,pannacida
1/21/19 9:37,0,0,Here’s a fun one. @SlackHQ’s new logo is horrible for my colourblindness. The bottom left red thing is blurry and flashy. Yet another +1 for the new logo #slacklogo,pjhauser1
1/21/19 9:34,1,0,The purpose of every branding is to get noticed. Did it grab your attention? Yes. Will you stop using the product? No.  #slacklogo #rebranding #logodesign  https://t.co/eDYjrDaRMM,appu_oye
1/21/19 6:29,0,0,@stewart @dhchait Forget creepy - the brower favicon is just plain confusing. #uxfail #slacklogo https://t.co/470opcw6Ec,vdurai
1/21/19 4:28,0,0,New design is great!! #slack #slacklogo https://t.co/RViBn1YZg9,dbocha1977
1/21/19 4:10,2,0,I remember the good old days of 2018 when I could find the #slack tab on my browser. Maybe this is a sign to give it up? #slacklogo @SlackHQ,wiscoDude
1/21/19 1:16,0,0,Is it just me or does the new @SlackHQ logo look like the @apple Photos logo gone wrong? #slacklogo,senecal
1/21/19 0:31,0,0,I’m in the 11% 🤯 #slacklogo https://t.co/P1u3ZRRTB9,crisguardiola
1/20/19 19:18,1,0,"Every time I glance at the new #slacklogo, I instantly think it looks like a fun game to play.",wpattison
1/20/19 18:42,0,0,Since when does Bundeswehr send me notifications? #newslacklogo #slacklogo #slack https://t.co/pwTnspbDmz,smichalll
1/20/19 18:40,1,0,Perhaps now's a good time to take a breath and remember that: 1. It's just a logo and 2. Design is subjective  #slack #slackgate #slacklogo,LeahRyz
1/20/19 18:09,0,0,Did Slack move to New Mexico? #SlackLogo,CarlNyberg312
1/20/19 17:04,0,0,"I think that the new #Slack Logo is a vast improvement,, I'm interested to know what you think?  #LogoDesign #logo #slacklogo #fab https://t.co/QjSsCiWDd4",EmmaHBTB
1/20/19 16:29,1,0,"A little Sunday fun ... because once you see this ' James Veitch' interpretation of the New Slack Logo , you'll never look at it the same again  (now pardon me while I write my DeanOnDelivery blog posts for the week ;-)  @veitchtweets #NewSlackLogo #SlackLogo #Slack https://t.co/TqJND2sMzA",deanpeters
1/20/19 16:28,0,0,If the new #slacklogo showed up in the eyepiece of a microscope during a biopsy or a bioweapon analysis I'd be worried.,nwmishkin
1/20/19 16:20,0,1,But why da ??😂😝 #funny #slacklogo #slack https://t.co/gMmvxNUHwW,akshay_moorthy
1/20/19 12:34,0,0,Well... Actually I like the new #slacklogo! Once you see the ducks is even better! 🦆,vkytefree
1/20/19 10:50,2,1,Is it just me?   #slacklogo #slack #icons #Logo #ui #ux https://t.co/1QENrc4VRF,GilBouhnick
1/20/19 10:45,27,2,Master Do has spoken.  The Slack case is closed.   We all make shapes for a living. Why are you mad about some else's shape?  🤷‍♂️  @theChrisDo #logodesign #slacklogo https://t.co/DWG1ruvBJX,cfowlerdesign
1/20/19 8:29,0,0,"OH: ""Slack is like...umm... the ICQ for millennials"" 😂 #slacklogo #slack",hasanasyed
1/20/19 6:36,0,0,Do you see any similarity. #slacklogo https://t.co/z2oXW0v02w,AbhinavAgr
1/20/19 5:19,0,0,Is Slack’s new app logo permanent or just for a special occasion? To me it’s going backwards from the original design... #slacklogo more is more?,LeiWang89
1/20/19 5:00,2,0,"Say hello to the new Slack logo, and please stop judging. I think their reasoning is fair enough. #slacklogo https://t.co/tglsdCFfUd",caglabademi
1/20/19 1:43,0,0,@GravesDustin @slack The #slacklogo reminds me of a #duckPinwheel.,webjuan
1/20/19 1:02,1,0,"@Betraydan Sorry mate, it's a colorful swastika. I was wondering why this symbol popped up on my phone. #FAIL #slacklogo",tedpaulson
1/20/19 0:55,1,0,Sorry slack. Your new logo looks like  a #swastika. Completely failed!!! #slacklogo #branding #slack,tedpaulson
1/19/19 22:14,1,0,The update has arrived to my phone @SlackHQ #slacklogo https://t.co/98vsjYRRdS,xDiegoMx
1/19/19 20:39,0,0,"I don't like the new #slacklogo. It looks like I'm signing into a hospital, and being colorblind, I can't even see the bottom left quarter without squinting.",asinayev
1/19/19 19:59,1,0,"Yep, can't unsee the ducks. @DesignByKyle #slacklogo #slack https://t.co/jCRCKnAppk",CharaBui
1/19/19 18:12,0,0,The two extremes of the new #slacklogo Rorschach Test seem to be: (1) 4 cute rubber ducks coming together with shared purpose or (2) penis swastika... truly the glass half full/empty of our time.,CarlBales
1/19/19 17:35,3,0,The new @SlackHQ app icon logo is an eyesore on my home screen. #slacklogo #fail https://t.co/Eml9dqkglc,techgeekrey
1/19/19 15:50,0,0,"@ztjio @praeclarum @terrajobst Are we really comparing apples to apples when we compare a logo or brand change of a software product to one of our awesome, independent, and brilliant co-workers?  Me personally, I'm not too keen on the logo chance, but I s",deanpeters
1/19/19 15:46,0,2,"People interested in Slack’s new logo, here is a nice article from Slack displaying the issues and problem they were facing with the old logo.@SlackHQ #slacknewlogo #slacklogo   “Say hello, new logo” by SlackHQ https://t.co/rZvf4PebE8",WaleedArkanji
1/19/19 12:12,0,0,"It's like the #uglychristmassweater of app logos.  And not in a fun, kitchy way.  More like a ""who's the colorblind kid?"" kind of way. #slacklogo https://t.co/u7vn6z4ZPF",apbeecher
1/19/19 10:13,1,0,Ducks or dicks? #slacklogo https://t.co/X2kEmKxx9r,larinum
1/19/19 8:46,0,0,Slack design team should have worked on implementing dark theme instead of designing a terrible logo. #slacklogo,vishxl
1/19/19 7:49,0,0,#slacklogo-pocalypse - Behind the divisive @Slack change of its #logo - https://t.co/syCJBLoISc #tech #news #ads #slack,johnmiller
1/19/19 7:47,3,1,"These are the Slack logos that could have been. I like the design on top row, 3rd from left. #slacklogo https://t.co/9jt3s44mVb",djasonnam
1/19/19 6:17,1,1,"Took another quick pass at it. Again, I'm not a designer, just want to show there are ways to fix the color issues they had without abandoning their old concept. This could also be made to work with the S surrounded by plaid that so many of us liked. #slacklogo https://t.co/D3Sf3VyBnw",Thuris
1/19/19 6:07,1,0,Slack's New Logo - Watch Till The End https://t.co/eL7RGUZd1K via @YouTube #slack #slacknewlogo #slacklogo,bizurk
1/19/19 5:10,1,0,I am thoroughly uncomfortable #slacklogo https://t.co/twmsbnflCb,RahlChrista
1/19/19 4:49,1,0,A very concise AND precise thread reviewing the new #Slack logo. Also humorous ... or shall I say ‘humorise’!  #slacklogo https://t.co/AGNRAJI6Yt,SaraFHawkins
1/19/19 3:59,1,0,My thoughts on the new #slacklogo: who cares?,JoshMadewell
1/19/19 3:28,0,0,"If the reason for using Rubber Ducks in @SlackHQ new logos is to empower the Rubber Duck concept in the Tech world, I am fine with it.#Slack #slacklogo #rubberduck",sepi_balloon
1/19/19 3:13,0,0,.@slack your new rebrand had me hunting for you in my iOS dock all day 😄 #slacklogo,psykickgirl
1/19/19 2:59,8,1,So excited to announce our new logo #slacklogo https://t.co/FiuUwpNMrw,asklorem
1/19/19 2:10,0,0,Hahaha it really is a hashtag made of dicks #slacklogo,brycenavin
1/19/19 1:53,1,0,"""What Pentagram has revealed indicates a total disregard for what @SlackHQ is and was"" -- oof https://t.co/FnqkK2V9bM #slacklogo",Hovverd
1/19/19 1:43,0,0,Congratulations @SlackHQ you’ve succesfully rebranded as a grocery store #slacklogo https://t.co/xrDqtT0Vik,annikapark96
1/19/19 1:26,0,0,Changing the logo and CPO on the same day. #terrible #newslacklogo #slack #slacklogo  https://t.co/CaVpIlyyWP,Tanuj_Joshi
1/19/19 1:18,0,0,"Here ya go @SlackHQ - Old logo, new colors. #slacklogo #savedyoumoney #onlytook5mins https://t.co/XNrlsKILcf",PittaMan
1/19/19 1:04,1,0,@sensibleworld @Symbolicons Now it's time to fix that #slacklogo,nedstankus
1/19/19 0:49,0,0,Collaboration tool #Slack introduces new way for people to avoid work #slacklogo https://t.co/zQB46IBTX8,jayperdue
1/19/19 0:41,0,0,"""A logo is not communication, it is an identity, a symbol that like wine, ages through time"" - Sagi Haviv  Thank you @thefuturishere and @ChrisDo. Will never forget these words from the man from @cghnyc  Just a response from the fuss- #slackhq #slack #slacklogo",jopeezapido
1/19/19 0:32,0,0,"Complaining of the new icon/UX in Slack reminds the hype about iPhone X with its notch - kind of ""innovations"" #slacklogo #Slack",rukavitsya
1/18/19 23:08,1,0,"On a very serious note, It's been over 24 hours and I still can't get over how shockingly bad Slack's new logo is.  #FirstWorldProblems #Slack #SlackLogo https://t.co/FFdAtp8u5f",dkugappi
1/18/19 22:59,3,0,"@qlikbranch Change is always tough, but the comments about it sweating nervously are funny. #SlackLogo https://t.co/sIdmvhNwtJ",JWarbington
1/18/19 22:00,2,0,Can’t.... unsee #slacklogo 🦆 https://t.co/TaHUgwR3m9,ruthaggiss1
1/18/19 21:46,0,0,The question nobody's asking: does the #slacklogo increase or decrease Slack's memory footprint?,oxbsharp
1/18/19 21:34,8,0,Please bring back the old #slacklogo ...,LucieLesage
1/18/19 21:19,0,0,The new #slacklogo  .... I don't see the point yet.. what do y'all think?,Tanuj_Joshi
1/18/19 21:14,4,0,I’m reallllly trying to like the new #slacklogo but damn. I can’t.,djasonnam
1/18/19 21:06,0,0,I really like the new slack logo... just not the purple - looks great on white/as a png #slack #slacklogo,BlueMountainBel
1/18/19 21:01,0,0,Can I get the definition of a rebranding fail please?  #slacklogo https://t.co/tkK0MMRcYX,dougbadams
1/18/19 20:31,3,0,Everyone is hating on the #slacklogo redesign. Does anyone remember when a logo redesign was well received?,Ihsan_b_kabir
1/18/19 20:16,0,0,why why??? #slacklogo https://t.co/xSkJset5Px,Zeithgeist
1/18/19 20:07,0,0,I CAN'T UN-SEE IT!!! #slacklogo #Slack #slacknewlogo https://t.co/qrdpOpYEYB,when1doorcloses
1/18/19 19:59,0,0,The crucifixion of the #slacklogo https://t.co/JoQ2tGXzJi,TotallyNormalG2
1/18/19 19:33,0,0,@SlackHQ your new slackbot face looks a lot like Eugene Levy!!  #Slack #slacklogo https://t.co/gEB9pzb6Nq,crypt_over
1/18/19 19:23,0,0,"Look, my company uses @SlackHQ so nothings gonna change — but I HATE the new logo. My colleague today said it looks like a bunch of colorful dicks 💦 — beyond that I just hate the notifications logo as well. Why annoy your customer base for no reason? #slacklogo",j2tiger
1/18/19 19:11,1,0,"Minor tweaks to the new slack logo to evade that penis-swastika everyone keeps talking about. With love, from Pittsburgh 🏴‍☠️ mbierut pentagramdesign slackhq #slack #slacklogo #identity… https://t.co/BnZmC8fRvR",daviiidleal
1/18/19 19:10,0,0,@dezeen I feel like it is now a logo for a waterpark lol. #slacklogo,ErikPackard
1/18/19 19:06,0,0,Hey @SlackHQ you messed up your #slacklogo   If it ain't broke don't fix it.  Don't you remember @Uber ? https://t.co/MQlx2Ockd2,ChristianUffel
1/18/19 18:26,0,0,It's been 48 hrs since I saw the new #slacklogo and I already don't care. ¯\_(ツ)_/¯,_jaymcgrath
1/18/19 18:16,0,0,"Several Locations for All Cobbled together K(c)rests. Yeah I know it doesn't quite work, you try. #slacklogo",SimonMoffatt
1/18/19 18:10,1,0,"If you want to stick to 4 colors, would it have been that hard, @SlackHQ ? #SlackLogo https://t.co/1qQiuo4g79",kirschplunder
1/18/19 18:06,1,0,The new slack redesign makes it seem so corporate... #slacklogo #Slack,swrhim
1/18/19 17:59,1,0,Updated to the “shiny new app button” today. #slacklogo,TripleThreatMob
1/18/19 17:57,1,0,"The new @SlackHQ icon is going to take some adjustment time.  I think I like it, but it is very different.  #slacklogo #design https://t.co/qOHTWOLrfc",jmwortham
1/18/19 17:50,2,0,"In my timeline, #slacklogo is the new Brexit",ImPadraigHolmes
1/18/19 17:48,1,1,"Someone @gregvaughn knows described the new @SlackHQ icon as a ""duck orgy"" and now I cannot unsee it #slacklogo #slacknewlogo",pmarreck
1/18/19 17:46,0,0,First the #slacklogo and now this #BadDesigns https://t.co/DodY6e3Bo0,D_A_Dunn
1/18/19 17:43,4,0,"It’s more consistent, and I like it. #slacklogo https://t.co/hlPzH3NppY",lyle
1/18/19 17:31,1,0,"All this talk about the new #slacklogo, I'm just happy there's a #druplicon in there! https://t.co/is8QtKfQFw",dmsmidt
1/18/19 17:23,0,0,You guys talking about #slacklogo should just shut up.  Wanna see a bad logo?  Watch this one of a public transport company where i live https://t.co/EAb8g0QR0I,xenobyte_
1/18/19 17:19,0,0,I woke up to the new #slacklogo this morning and read mixed reviews about it. It's quite the makeover. What do you think? https://t.co/qhoSrrQjNV,cb_journo
1/18/19 17:18,1,0,All these left-identified white people applauding the new #Slacklogo that features a swastika are really disheartening. @stewart saying the outrage will disappear due to our short attention span tells us a lot about his views on anti semitism. #EndWhiteSupremacy,ScoutSweeney
1/18/19 17:18,0,0,"Lots of reaction to @SlackHQ's new logo. I'm not a fan either, much as I love the tool, but it's not the look - it's the departure from the original colours that's their mistake. Twitter, Facebook, LinkedIn; all have evolved their brands but kept their colour palettes #slacklogo",BenWagenaar
1/18/19 17:12,4,1,"Since Slack doesn't like readable logos, we'll go ahead and claim their old one. Hope you like the redesign! #slacklogo #slacknewlogo https://t.co/Voi1x4RvDL",MildBeastGames
1/18/19 17:08,0,0,Feeling nostalgic? tnx to https://t.co/P0Mtr42R3U … here's new old Slack App icon BOOM! @slackHQ #slacklogo https://t.co/y318nrocsK,rombob
1/18/19 17:00,2,1,Selling one vintage @slack logo sticker. Would look great on your 2015 MacBook Pro! #slacklogo https://t.co/nZiUcM96WK,justin_kahrs
1/18/19 17:00,0,0,"@SlackHQ The new logo goes all white on the browser tab, looks kinda bad....  #unintentionalswastika #slacklogo #Slack #slacknewlogo https://t.co/DVoOxURCmq",hexxonxonx
1/18/19 16:56,0,0,Here’s what I think about Slack’s new brand identity design (plus my suggestion on right). https://t.co/78D8v1QpkH #slack #slacklogo #logodesign #identitydesign #branding,vakas
1/18/19 16:54,0,0,"Nice updated logo for Slack. Just don't think 'Swastika'. I said, don't think 'Swastika'. Forget I said it, ok?  https://t.co/SF6JLFyBok  #slacklogo #branding #LogoDesign #design @SlackHQ",createbranding
1/18/19 16:51,0,0,@SlackHQ super tone deaf of Your CEO to say our outrage against anti-semitism will fade due to our short attention span. #Slacklogo,ScoutSweeney
1/18/19 16:43,5,0,Sorry to see my friends at #Slack suffering from the results of #LogoGrief.  Keep the five stages in mind &amp; we'll get through this together! #SlackLogo #InstagramLogo #ChangeIsHard https://t.co/3eonmjxcoE,BenLGreenberg
1/18/19 16:38,0,0,@thejasonhowell @SlackHQ We see what we want to see... #slacklogo (screenshot taken from https://t.co/JsU8aTxk1l ) https://t.co/UTNsj7JOYS,nnz
1/18/19 16:37,7,0,".@SlackHQ New branding, new socks? 🤔#slacklogo https://t.co/26xWGuezNq",iDeely
1/18/19 16:33,0,0,Mixed feelings about the new #slacklogo,theventurette
1/18/19 16:30,1,0,I'm realizing that creating logos now is basically like Radiohead creating music. Spew out anything and critics will love it even when it all seems the same at this point.  #slacklogo,NerdwithCoffee
1/18/19 16:29,0,0,So what do people think of the new #slacklogo? #Webdesign #slack #developers,wearedigiwolf
1/18/19 16:25,1,0,New #slacklogo - yeah or nay?,JenMcGinnChi
1/18/19 16:10,2,0,Diggin' the review of the new #slacklogo by Dann Petty #slack #logo #design #branding   https://t.co/CgmUPgwYRb,joshuapowell
1/18/19 15:57,0,0,"So, was there a problem with the old @SlackHQ icon?  I’m not really feeling this new design. #slacklogo",alexclark4121
1/18/19 15:54,1,0,I’ve spent a lot of years doing #branding and I definitely would not advise a client to make even subtle references to nazis. The new #slacklogo is so very very disturbing. It’s also disappointing that they’ve hopped on the trendy bandwagon rather than being innovative. https://t.co/3OKTihx0P7,miravperry
1/18/19 15:46,0,0,@SlackHQ Please choose a bookmark logo and be done with it. I have a small anxiety attack every day when I think my bookmark has disappeared. Thank you for coming to my Ted Talk. #slacklogo,DanaReese4
1/18/19 15:37,3,1,Which logo design do you prefer? The design of your logo is critical in representing your brand. #logo #logodesign #design #slack #slacklogo #uber #uberlogo #business #businessowner #designtip #marketing https://t.co/5PjT7yM9Ks,Venbit
1/18/19 15:28,0,0,"#slacklogo One Simpler and represents how different teams overlap. The other shows how teams can use slack, but those teams cannot overlap. Am I right? https://t.co/bfGbu6ENJz",cztl
1/18/19 15:26,6,0,Looking for #slack on my phone like... #slacklogo https://t.co/xIMeQT7TK5,EmberFoxie
1/18/19 15:24,1,0,"My interpretation of #slacklogo: It implies team collaboration, and I think it is really progressive (Literally). https://t.co/ofCK0Ws7QN",cztl
1/18/19 15:23,1,0,When you don't recognize a slack notification on your phone anymore...  When you take your glasses off and slack looks like a multicolour CBC logo... When the logo you see the most everyday changes.... and your slack socks turn vintage... #slacklogo  #confused,S2Aguanno
1/18/19 15:21,3,1,i like the new nazi logo rebrand #slacklogo #slack https://t.co/bXpNHlw1t3,aymfek
1/18/19 15:11,2,0,"Nobody asked me either, but I would have kept the signature tilt and played into the crossing lines of the octothorpe by continuing the colors across. #slacklogo https://t.co/XZC4e8nHmK",bricegramm
1/18/19 15:04,2,1,"At first I thought the new #Slack logo looked like a bank - but no, it's definitely a strip mall church. #SlackLogo #SlackNewLogo https://t.co/zVyUCkQOJ3",ericwhitehead
1/18/19 14:55,2,0,"I know everyone is giving @SlackHQ a hard time about the new #slacklogo , but i think we should call cut them some #slack.  Logo design is hard and some companies don't take to it like... ummm... something to water... what's the expression? https://t.co/7L6utuJ0mg",subtlenetwork
1/18/19 14:55,0,0,@KorthTweets What do you think about the new #slacklogo though?,KostaKatehis
1/18/19 14:55,1,0,Does anyone like the new #Slack #Logo? https://t.co/Im2Cj33uVk #Slacklogo #LogoDesign #Redesign,Akshaysic
1/18/19 14:30,1,0,"It seems that the new logo is the abandoned and old logo. And the old Logo looks more modern, meaningful and clean 😂. #Slack #slacklogo #slacknewlogo https://t.co/cSLdATZSTG",Ridwan_Hamud
1/18/19 14:22,0,0,"I appreciate the honesty in this article. It's not that the design didn't work, it just didn't work in real life situations. So iterate (and they did)! https://t.co/RsFAMuUmbd #slacklogo #Slack #designthinking",DesigningDucky
1/18/19 14:19,0,0,"With the Slack logo change, is anyone finding the default avatars harder to discern between them now? #slack #slacklogo #slacknewlogo",JColeman_Design
1/18/19 14:16,2,0,"@SlackHQ have just unveiled their slick new logo!  We think the new #design looks pretty smart, Whats your take on it? 🤔  #slacklogo https://t.co/zR93k3zMjq",northernfoundry
